bei30, 194, 208, 273, 373, 312, 499, 546, 178, 150, 746, 225, 330, 305, 235, 356, 293, 393, 427, 233, 158, 173, 318, 325, 199, 188, 217, 154, 371, 262, 153, 93
bei50, 240, 219, 207, 358, 212, 358, 394, 206, 132, 537, 274, 321, 108, 212, 332, 311, 469, 434, 159, 264, 152, 342, 337, 339, 139, 203, 188, 488, 275, 266, 219
