goto:administration, goto:newUser, action:saveNewUser, action:search, action:newForumSave, action:newSubmissionRejectRevision, action:logOut, action:newForumAddEditor, action:newSubmissionSubmit, action:login, goto:register, goto:homepage, goto:forum, goto:newForum, action:newSubmissionRevision, action:newSubmissionReleaseRevision, goto:forumList, action:forumDelete, goto:newSubmission, goto:profile, callPage, action:register, action:profileSave, action:profileDelete
219, 207, 358, 212, 358, 394, 206, 132, 537, 274, 108, 212, 332, 311, 469, 434, 159, 264, 152, 337, 139, 488, 275, 219
